,Type,Year built,Heating,Cooling,Parking,HOA,Price/sqft,Total Price,Bedrooms,Bathrooms,Full bathrooms,Half bathrooms,Address,URL,Lot
111,Condo,2020,Electric,Central,2 spaces,$245/mo,$165,"$296,356", 3, 3, 2, 1,1612-Tun-Tavern-Trl-Austin-TX-78754,https://www.zillow.com/homedetails/1612-Tun-Tavern-Trl-Austin-TX-78754/2077647821_zpid/,
112,Condo,2020,"Forced air, Electric",Central,1 space,$194/mo,$439,"$340,000", 1, 1, 1,,2220-Webberville-Rd-213-Austin-TX-78702,https://www.zillow.com/homedetails/2220-Webberville-Rd-213-Austin-TX-78702/2077647824_zpid/,
113,Single Family,2007,"Forced air, Electric",Central,2 spaces,,$200,"$405,000", 4, 3, 2, 1,3312-Tavistock-Dr-Austin-TX-78748,https://www.zillow.com/homedetails/3312-Tavistock-Dr-Austin-TX-78748/70332555_zpid/,"6,272 sqft"
114,Single Family,1998,Forced air,Central,2 spaces,$17/month,$186,"$270,000", 3, 3, 2, 1,1411-Canon-Yeomans-Trl-Austin-TX-78748,https://www.zillow.com/homedetails/1411-Canon-Yeomans-Trl-Austin-TX-78748/29514155_zpid/,"6,272 sqft"
115,Single Family,2004,Forced air,Central,4 spaces,$21/month,$130,"$275,000", 3, 3, 2, 1,6732-Marble-Creek-Loop-Austin-TX-78747,https://www.zillow.com/homedetails/6732-Marble-Creek-Loop-Austin-TX-78747/64894449_zpid/,"8,189 sqft"
116,Single Family,2020,Forced air,Central,3 spaces,$85/month,$221,"$753,900", 4, 3, 3,,221-Egret-Ln-Austin-TX-78737,https://www.zillow.com/homedetails/221-Egret-Ln-Austin-TX-78737/2077648821_zpid/,No Data
117,Single Family,2007,"Forced air, Electric",Central,2 spaces,,$140,"$215,000", 4, 2, 2,,12416-Sky-Harbor-Dr-Del-Valle-TX-78617,https://www.zillow.com/homedetails/12416-Sky-Harbor-Dr-Del-Valle-TX-78617/80100763_zpid/,"4,965 sqft"
118,Single Family,2012,"Forced air, Electric",Central,2 spaces,,$156,"$295,000", 4, 3, 2, 1,10220-Copper-Ridge-Cv-Austin-TX-78747,https://www.zillow.com/homedetails/10220-Copper-Ridge-Cv-Austin-TX-78747/120900166_zpid/,"5,183 sqft"
119,Single Family,2006,Forced air,Central,2 spaces,$55/month,$217,"$599,000", 4, 3, 2, 1,10612-Tollesboro-Cv-Austin-TX-78739,https://www.zillow.com/homedetails/10612-Tollesboro-Cv-Austin-TX-78739/70334994_zpid/,"10,410 sqft"
120,Single Family,2014,Forced air,Central,4 spaces,$50/month,$199,"$470,000", 4, 3, 3,,9308-Bentley-Garner-Ln-Austin-TX-78748,https://www.zillow.com/homedetails/9308-Bentley-Garner-Ln-Austin-TX-78748/119630620_zpid/,"5,662 sqft"
121,Townhouse,1984,Forced air,Central,1 space,$298/month,$199,"$179,900", 2, 2, 1, 1,2018-W-Rundberg-Ln-APT-13D-Austin-TX-78758,https://www.zillow.com/homedetails/2018-W-Rundberg-Ln-APT-13D-Austin-TX-78758/83819835_zpid/,"2,003 sqft"
122,Single Family,1933,Forced air,Central,4 spaces,None,$432,"$995,000", 4, 3, 3,,608-E-41st-St-Austin-TX-78751,https://www.zillow.com/homedetails/608-E-41st-St-Austin-TX-78751/29400608_zpid/,"5,096 sqft"
123,Condo,2020,Forced air,Central,1 space,$100/month,$380,"$655,000", 3, 3, 2, 1,3300-Denver-Ave-Austin-TX-78723,https://www.zillow.com/homedetails/3300-Denver-Ave-Austin-TX-78723/29392437_zpid/,
124,Single Family,1928,Forced air,Central,2 spaces,None,$626,"$1,025,000", 3, 2, 2,,122-Laurel-Ln-Austin-TX-78705,https://www.zillow.com/homedetails/122-Laurel-Ln-Austin-TX-78705/29397296_zpid/,"5,488 sqft"
125,Townhouse,1985,Forced air,Central,4 spaces,$360/month,$231,"$469,000", 3, 3, 2, 1,8912-Mariscal-Canyon-Dr-Austin-TX-78759,https://www.zillow.com/homedetails/8912-Mariscal-Canyon-Dr-Austin-TX-78759/29363170_zpid/,"3,702 sqft"
126,Single Family,2007,"Forced air, Electric",Central,3 spaces,,$156,"$650,000", 5, 5, 4, 1,110-Empire-Ct-Austin-TX-78737,https://www.zillow.com/homedetails/110-Empire-Ct-Austin-TX-78737/84137545_zpid/,0.40 Acres
127,Single Family,2016,"Forced air, Electric",Central,5 spaces,,$381,"$825,000", 3, 3, 2, 1,2713-Zaragosa-St-Austin-TX-78702,https://www.zillow.com/homedetails/2713-Zaragosa-St-Austin-TX-78702/124844842_zpid/,"5,662 sqft"
128,Condo,2017,"Forced air, Electric, Gas",Central,1 space,$90/mo,$466,"$550,000", 2, 3, 2, 1,2911-E-3rd-St-UNIT-B-Austin-TX-78702,https://www.zillow.com/homedetails/2911-E-3rd-St-UNIT-B-Austin-TX-78702/251029332_zpid/,
129,Single Family,1982,Forced air,Central,2 spaces,None,$277,"$245,000", 2, 1, 1,,12121-Sunderland-Dr-Austin-TX-78753,https://www.zillow.com/homedetails/12121-Sunderland-Dr-Austin-TX-78753/29434507_zpid/,"6,403 sqft"
130,Condo,2012,Forced air,Central,2 spaces,$310/month,$310,"$615,000", 3, 4, 3, 1,2520-Bluebonnet-Ln-UNIT-17-Austin-TX-78704,https://www.zillow.com/homedetails/2520-Bluebonnet-Ln-UNIT-17-Austin-TX-78704/119381461_zpid/,
131,Single Family,1986,Forced air,Central,2 spaces,None,$237,"$355,000", 3, 3, 2, 1,4706-Saloma-Pl-Austin-TX-78749,https://www.zillow.com/homedetails/4706-Saloma-Pl-Austin-TX-78749/29490938_zpid/,0.25 acres
132,Single Family,2017,"Forced air, Electric, Gas",Central,3 spaces,,$196,"$789,000", 4, 4, 3, 1,9301-Ivalenes-Hope-Dr-Austin-TX-78717,https://www.zillow.com/homedetails/9301-Ivalenes-Hope-Dr-Austin-TX-78717/243336397_zpid/,"8,712 sqft"
133,Single Family,1986,Forced air,Central,2 spaces,None,$265,"$375,000", 3, 2, 2,,4507-Velasco-Pl-Austin-TX-78749,https://www.zillow.com/homedetails/4507-Velasco-Pl-Austin-TX-78749/29495888_zpid/,"6,359 sqft"
134,Condo,2017,"Forced air, Electric, Gas",Central,2 spaces,$115/mo,$503,"$614,500", 3, 2, 2,,2705-S-4th-St-UNIT-A-Austin-TX-78704,https://www.zillow.com/homedetails/2705-S-4th-St-UNIT-A-Austin-TX-78704/251032822_zpid/,
135,Single Family,2014,Forced air,Central,2 spaces,$37/month,$148,"$340,000", 4, 3, 3,,6416-Minnoch-Ln-Austin-TX-78754,https://www.zillow.com/homedetails/6416-Minnoch-Ln-Austin-TX-78754/125807798_zpid/,"4,399 sqft"
136,Single Family,1998,"Forced air, Electric, Gas",Central,2 spaces,,$292,"$385,000", 3, 2, 2,,4811-Single-Shot-Cir-Austin-TX-78723,https://www.zillow.com/homedetails/4811-Single-Shot-Cir-Austin-TX-78723/29396723_zpid/,"7,361 sqft"
137,Single Family,2005,"Forced air, Electric, Gas",Central,2 spaces,,$141,"$289,900", 3, 2, 2,,6801-Cromarty-Ln-Austin-TX-78754,https://www.zillow.com/homedetails/6801-Cromarty-Ln-Austin-TX-78754/70338677_zpid/,"7,840 sqft"
138,Single Family,1984,Forced air,Central,3 spaces,None,$264,"$364,900", 3, 2, 2,,12810-Heinemann-Dr-Austin-TX-78727,https://www.zillow.com/homedetails/12810-Heinemann-Dr-Austin-TX-78727/29446029_zpid/,"5,749 sqft"
139,Single Family,2020,Forced air,Central,3 spaces,$85/month,$218,"$717,900", 4, 4, 3, 1,200-Indian-Grass-Cv-Austin-TX-78737,https://www.zillow.com/homedetails/200-Indian-Grass-Cv-Austin-TX-78737/2077648854_zpid/,No Data
140,Single Family,2017,Forced air,Central,2 spaces,None,$450,"$1,075,000", 4, 3, 3,,1310-Piedmont-Ave-Austin-TX-78757,https://www.zillow.com/homedetails/1310-Piedmont-Ave-Austin-TX-78757/29418210_zpid/,"6,969 sqft"
141,Condo,1996,"Forced air, Electric, Gas",Central,4 spaces,$285/mo,$341,"$524,900", 3, 3, 3,,4505-Speedway-APT-B-Austin-TX-78751,https://www.zillow.com/homedetails/4505-Speedway-APT-B-Austin-TX-78751/2077648873_zpid/,
142,Condo,1992,Forced air,Central,1 space,$212/month,$269,"$190,000", 1, 1, 1,,6000-Shepherd-Mountain-Cv-UNIT-110-Austin-TX-78730,https://www.zillow.com/homedetails/6000-Shepherd-Mountain-Cv-UNIT-110-Austin-TX-78730/2096118456_zpid/,
143,Single Family,2002,Forced air,Central,2 spaces,None,"$1,179","$6,000,000", 5, 5, 5,,4402-Aqua-Verde-Dr-Austin-TX-78746,https://www.zillow.com/homedetails/4402-Aqua-Verde-Dr-Austin-TX-78746/29348440_zpid/,0.84 acres
144,Single Family,1961,"Forced air, Electric, Gas",Central,2 spaces,,$224,"$375,000", 4, 2, 2,,915-Berrywood-Dr-Austin-TX-78753,https://www.zillow.com/homedetails/915-Berrywood-Dr-Austin-TX-78753/29434378_zpid/,0.32 Acres
145,Single Family,1920,Forced air,Central,1 space,None,$492,"$980,000", 3, 2, 2,,1516-W-9th-St-Austin-TX-78703,https://www.zillow.com/homedetails/1516-W-9th-St-Austin-TX-78703/29329245_zpid/,"6,011 sqft"
146,Single Family,1935,"Forced air, Electric, Gas",Central,2 spaces,,$673,"$399,900", 1, 1, 1,,2013-E-11th-St-Austin-TX-78702,https://www.zillow.com/homedetails/2013-E-11th-St-Austin-TX-78702/29385193_zpid/,"4,356 sqft"
147,Single Family,2000,Other,Central,2 spaces,$35/month,$182,"$497,500", 4, 3, 2, 1,15015-Savannah-Heights-Dr-Austin-TX-78717,https://www.zillow.com/homedetails/15015-Savannah-Heights-Dr-Austin-TX-78717/52830655_zpid/,"8,015 sqft"
148,Single Family,2006,Forced air,Central,4 spaces,$18/month,$219,"$305,000", 3, 3, 2, 1,5616-Toscana-Ave-Austin-TX-78724,https://www.zillow.com/homedetails/5616-Toscana-Ave-Austin-TX-78724/64812633_zpid/,"5,749 sqft"
149,Single Family,1984,Other,Central,2 spaces,None,$198,"$600,000", 4, 4, 2, 2,6018-Open-Range-Trl-Austin-TX-78749,https://www.zillow.com/homedetails/6018-Open-Range-Trl-Austin-TX-78749/29484070_zpid/,0.27 acres
150,Single Family,1947,Forced air,Central,2 spaces,None,$604,"$935,000", 3, 2, 2,,4009-Ridgelea-Dr-Austin-TX-78731,https://www.zillow.com/homedetails/4009-Ridgelea-Dr-Austin-TX-78731/29406016_zpid/,"7,840 sqft"
151,Single Family,1988,Forced air,"Central, Wall",4 spaces,$24/month,$140,"$315,000", 3, 3, 2, 1,1212-Weatherford-Dr-Austin-TX-78753,https://www.zillow.com/homedetails/1212-Weatherford-Dr-Austin-TX-78753/29439010_zpid/,"8,407 sqft"
152,Condo,2018,"Electric, Gas",Evaporative,1 space,$393/mo,$807,"$535,000", 1, 1, 1,,70-Rainey-St-1203-Austin-TX-78701,https://www.zillow.com/homedetails/70-Rainey-St-1203-Austin-TX-78701/306644980_zpid/,
153,Condo,2007,"Forced air, Electric",Central,2 spaces,$499/mo,$360,"$520,899", 2, 2, 2,,1812-West-Ave-SUITE-105-Austin-TX-78701,https://www.zillow.com/homedetails/1812-West-Ave-SUITE-105-Austin-TX-78701/83831576_zpid/,
154,Single Family,1991,Forced air,Central,2 spaces,None,$237,"$435,000", 4, 2, 2,,6036-Abilene-Trl-Austin-TX-78749,https://www.zillow.com/homedetails/6036-Abilene-Trl-Austin-TX-78749/29486761_zpid/,"8,799 sqft"
155,Single Family,1927,"Heat pump, Electric, Gas",Other,3 spaces,,$629,"$329,000", 1, 1, 1,,1511-E-14th-St-Austin-TX-78702,https://www.zillow.com/homedetails/1511-E-14th-St-Austin-TX-78702/29388374_zpid/,"1,960 sqft"
156,Condo,2020,Electric,Central,2 spaces,$245/month,$173,"$297,243", 3, 3, 2, 1,1814-Roseburg-Dr-Austin-TX-78754,https://www.zillow.com/homedetails/1814-Roseburg-Dr-Austin-TX-78754/2077648818_zpid/,
157,Condo,2020,Electric,Central,2 spaces,$245/month,$174,"$299,265", 3, 3, 2, 1,1718-Roseburg-Dr-Austin-TX-78754,https://www.zillow.com/homedetails/1718-Roseburg-Dr-Austin-TX-78754/2077648856_zpid/,
158,Single Family,1978,Forced air,Central,4 spaces,None,$390,"$1,260,000", 3, 3, 3,,1804-Mistywood-Dr-Austin-TX-78746,https://www.zillow.com/homedetails/1804-Mistywood-Dr-Austin-TX-78746/29326142_zpid/,"10,410 sqft"
159,Condo,2017,"Forced air, Electric, Gas",Central,2 spaces,$115/mo,$503,"$614,500", 3, 2, 2,,2705-S-4th-St-UNIT-A-Austin-TX-78704,https://www.zillow.com/homedetails/2705-S-4th-St-UNIT-A-Austin-TX-78704/251032822_zpid/,
160,Condo,2020,Forced air,No Data,2 spaces,$494/mo,$815,"$603,000", 1, 1, 1,,48-East-Ave-3206-Austin-TX-78701,https://www.zillow.com/homedetails/48-East-Ave-3206-Austin-TX-78701/2077649074_zpid/,
161,Condo,2020,Forced air,No Data,2 spaces,$638/month,$768,"$754,000", 2, 2, 2,,48-East-Ave-1709-Austin-TX-78701,https://www.zillow.com/homedetails/48-East-Ave-1709-Austin-TX-78701/2077649224_zpid/,
162,Townhouse,1966,No Data,No Data,1 space,None,$370,"$225,000", 1, 1, 1,,1800-Lavaca-St-A-802-Austin-TX-78701,https://www.zillow.com/homedetails/1800-Lavaca-St-A-802-Austin-TX-78701/2077649600_zpid/,270 acres
163,Condo,No Data,"Forced air, Gas",Central,2 spaces,,$266,"$425,000", 3, 3, 2, 1,https:,https://www.zillow.com/community/hypoint-residences-by-urban-atx/2077960151_zpid/,
164,Single Family,1995,"Forced air, Electric",Central,2 spaces,,$220,"$519,900", 4, 3, 2, 1,11201-Readvill-Ln-Austin-TX-78739,https://www.zillow.com/homedetails/11201-Readvill-Ln-Austin-TX-78739/29507980_zpid/,"10,105 sqft"
165,Condo,2013,"Forced air, Electric, Gas",Central,2 spaces,$275/mo,$165,"$415,000", 4, 4, 3, 1,9520-Solana-Vista-Loop-B-Austin-TX-78750,https://www.zillow.com/homedetails/9520-Solana-Vista-Loop-B-Austin-TX-78750/121656282_zpid/,
166,Single Family,2020,No Data,No Data,3 spaces,,$204,"$654,990", 4, 4, 3, 1,https:,https://www.zillow.com/community/highpointe-90ft-lots/2078027116_zpid/,No Data
167,Single Family,No Data,No Data,No Data,2 spaces,,$300,"$470,849", 3, 3, 2, 1,4802-Star-Jasmine-Dr-Austin-TX-78723,https://www.zillow.com/homedetails/4802-Star-Jasmine-Dr-Austin-TX-78723/2077654233_zpid/,No Data
168,Single Family,No Data,No Data,No Data,2 spaces,,$281,"$475,866", 3, 3, 2, 1,4803-Star-Jasmine-Dr-Austin-TX-78723,https://www.zillow.com/homedetails/4803-Star-Jasmine-Dr-Austin-TX-78723/2077654232_zpid/,No Data
169,Single Family,No Data,No Data,No Data,No Data,,$58,"$90,995", 3, 2, 2,,https:,https://www.zillow.com/community/oak-crest/2078187709_zpid/,No Data
170,Single Family,2020,Forced air,Central,1 space,None,$509,"$699,900", 2, 2, 2,,2805-Oak-Crest-Ave-2-Austin-TX-78704,https://www.zillow.com/homedetails/2805-Oak-Crest-Ave-2-Austin-TX-78704/2080097758_zpid/,0.25 acres
171,Single Family,1961,Forced air,Central,1 space,,$286,"$445,000", 4, 2, 2,,5313-Wellington-Dr-Austin-TX-78723,https://www.zillow.com/homedetails/5313-Wellington-Dr-Austin-TX-78723/29399992_zpid/,"8,712 sqft"
172,Single Family,2020,No Data,No Data,2 spaces,,$177,"$250,990", 3, 2, 2,,https:,https://www.zillow.com/community/forest-bluff/2077808909_zpid/,No Data
173,Condo,No Data,"Forced air, Electric",Central,2 spaces,,$377,"$418,800", 2, 2, 2,,https:,https://www.zillow.com/community/little-ford-south-congress/2078404568_zpid/,
174,Single Family,1974,"Forced air, Heat pump",Central,2 spaces,,$249,"$519,000", 4, 3, 3,,12313-Indian-Mound-Dr-Austin-TX-78758,https://www.zillow.com/homedetails/12313-Indian-Mound-Dr-Austin-TX-78758/29438691_zpid/,0.31 acres
175,Condo,2020,Forced air,Central,2 spaces,No Data,$405,"$390,000", 2, 2, 2,,https:,https://www.zillow.com/community/bend-south-congress/2077811375_zpid/,
176,Condo,2014,"Forced air, Electric",Central,1 space,$420/mo,$652,"$449,000", 1, 1, 1,,222-West-Ave-UNIT-2511-Austin-TX-78701,https://www.zillow.com/homedetails/222-West-Ave-UNIT-2511-Austin-TX-78701/124838867_zpid/,
177,Condo,1968,Forced air,Central,1 space,$300/month,$331,"$205,000", 1, 1, 1,,5601-Woodrow-Ave-APT-108-Austin-TX-78756,https://www.zillow.com/homedetails/5601-Woodrow-Ave-APT-108-Austin-TX-78756/2144692903_zpid/,
178,Single Family,1989,Forced air,Central,2 spaces,,$238,"$550,000", 4, 2, 2,,11538-Gun-Fight-Ln-Austin-TX-78748,https://www.zillow.com/homedetails/11538-Gun-Fight-Ln-Austin-TX-78748/29513495_zpid/,"7,405 sqft"
179,Single Family,1983,"Forced air, Electric, Gas",Central,2 spaces,,$206,"$340,000", 3, 2, 2,,14810-Great-Willow-Dr-Austin-TX-78728,https://www.zillow.com/homedetails/14810-Great-Willow-Dr-Austin-TX-78728/29449435_zpid/,"7,492 sqft"
180,Condo,2001,"Forced air, Heat pump",Central,2 spaces,"$1,118/month",$692,"$1,075,000", 2, 2, 2,,901-W-9th-St-APT-607-Austin-TX-78703,https://www.zillow.com/homedetails/901-W-9th-St-APT-607-Austin-TX-78703/83817051_zpid/,
181,Single Family,2020,No Data,No Data,2 spaces,,$274,"$418,990", 2, 2, 2,,https:,https://www.zillow.com/community/loyola/2078464068_zpid/,No Data
182,Single Family,1993,Forced air,Central,2 spaces,None,$157,"$400,000", 3, 3, 2, 1,9313-Silk-Oak-Cv-Austin-TX-78748,https://www.zillow.com/homedetails/9313-Silk-Oak-Cv-Austin-TX-78748/29504470_zpid/,"9,147 sqft"
183,Single Family,1975,Other,Central,2 spaces,None,$284,"$272,900", 3, 2, 2,,2321-Lakehurst-Dr-Austin-TX-78744,https://www.zillow.com/homedetails/2321-Lakehurst-Dr-Austin-TX-78744/29503222_zpid/,"5,227 sqft"
184,Single Family,1999,Forced air,Central,2 spaces,$17/month,$209,"$499,000", 4, 3, 2, 1,6002-Taylorcrest-Dr-Austin-TX-78749,https://www.zillow.com/homedetails/6002-Taylorcrest-Dr-Austin-TX-78749/29491677_zpid/,"5,793 sqft"
185,Single Family,1972,"Forced air, Electric",Central,8 spaces,,"$1,134","$4,495,000", 5, 4, 4,,1881-Westlake-Dr-Austin-TX-78746,https://www.zillow.com/homedetails/1881-Westlake-Dr-Austin-TX-78746/29338010_zpid/,1.02 Acres
186,Condo,2018,Forced air,Central,2 spaces,$175/month,$325,"$575,000", 3, 4, 3, 1,1404-Waterloo-Shore-Ln-9-Austin-TX-78741,https://www.zillow.com/homedetails/1404-Waterloo-Shore-Ln-9-Austin-TX-78741/241937770_zpid/,
187,Multi Family,1967,Forced air,Central,2 spaces,None,$324,"$799,900", 0,,,,2007-Greenbrook-Pkwy-Austin-TX-78723,https://www.zillow.com/homedetails/2007-Greenbrook-Pkwy-Austin-TX-78723/29402217_zpid/,
188,Single Family,No Data,No Data,No Data,2 spaces,,$134,"$257,990", 3, 3, 2, 1,https:,https://www.zillow.com/community/park-at-51-east-affordable/2077851318_zpid/,No Data
189,Single Family,2002,Forced air,Central,5 spaces,None,$279,"$685,000", 3, 3, 2, 1,5900-London-Dr-Austin-TX-78745,https://www.zillow.com/homedetails/5900-London-Dr-Austin-TX-78745/60138721_zpid/,0.62 acres
190,Single Family,1955,Forced air,Central,1 space,None,$371,"$545,000", 3, 2, 2,,6906-Reese-Ln-Austin-TX-78757,https://www.zillow.com/homedetails/6906-Reese-Ln-Austin-TX-78757/29415077_zpid/,"7,405 sqft"
191,Condo,2003,Forced air,Central,1 space,$355/month,$199,"$275,000", 3, 3, 2, 1,11000-Anderson-Mill-Rd-UNIT-132-Austin-TX-78750,https://www.zillow.com/homedetails/11000-Anderson-Mill-Rd-UNIT-132-Austin-TX-78750/64865405_zpid/,
192,Condo,2002,Forced air,Central,2 spaces,$315/month,$181,"$245,000", 2, 2, 2,,11203-Ranch-Road-2222-APT-2201-Austin-TX-78730,https://www.zillow.com/homedetails/11203-Ranch-Road-2222-APT-2201-Austin-TX-78730/70352889_zpid/,
193,Single Family,2020,No Data,No Data,2 spaces,,$176,"$258,990", 3, 2, 2,,https:,https://www.zillow.com/community/tiermo/2078624733_zpid/,No Data
194,Single Family,No Data,No Data,No Data,3 spaces,,No Data,"$3,500,000", 3, 4,,,501-West-Ave-Austin-TX-78701,https://www.zillow.com/homedetails/501-West-Ave-Austin-TX-78701/144147769_zpid/,0.38 acres
195,Single Family,1999,Other,Central,4 spaces,$17/month,$233,"$799,000", 5, 5, 4, 1,13301-Crystal-Way-Austin-TX-78737,https://www.zillow.com/homedetails/13301-Crystal-Way-Austin-TX-78737/28596638_zpid/,1.78 acres
196,Condo,No Data,"Forced air, Gas",Central,2 spaces,,$225,"$580,000", 5, 4, 4,,https:,https://www.zillow.com/community/hypoint-residences-by-urban-atx/2077960152_zpid/,
197,Single Family,2014,"Forced air, Electric",Central,4 spaces,,$122,"$339,500", 5, 3, 2, 1,11209-Whitefaulds-Dr-Austin-TX-78754,https://www.zillow.com/homedetails/11209-Whitefaulds-Dr-Austin-TX-78754/125916046_zpid/,"10,410 sqft"
198,Condo,2013,"Forced air, Electric, Gas",Central,2 spaces,,$320,"$785,000", 3, 3, 2, 1,5800-Jim-Hogg-Ave-A-Austin-TX-78756,https://www.zillow.com/homedetails/5800-Jim-Hogg-Ave-A-Austin-TX-78756/124839067_zpid/,
199,Single Family,1998,Forced air,Central,4 spaces,,$219,"$425,000", 3, 3, 2, 1,9208-Walsall-Cv-Austin-TX-78749,https://www.zillow.com/homedetails/9208-Walsall-Cv-Austin-TX-78749/29499761_zpid/,"6,403 sqft"
200,Single Family,1960,"Forced air, Electric, Gas",Central,1 space,,$481,"$550,000", 3, 2, 2,,3603-Tallison-Ter-Austin-TX-78704,https://www.zillow.com/homedetails/3603-Tallison-Ter-Austin-TX-78704/29478776_zpid/,"8,276 sqft"
201,Single Family,No Data,No Data,No Data,2 spaces,,$209,"$264,990", 3, 2, 2,,https:,https://www.zillow.com/community/bradshaw-crossing-ridgepointe-and-cottage-collection/2078639649_zpid/,No Data
202,Single Family,No Data,No Data,No Data,No Data,,$60,"$100,995", 3, 2, 2,,https:,https://www.zillow.com/community/oak-crest/2077969173_zpid/,No Data
203,Townhouse,No Data,No Data,No Data,2 spaces,,$193,"$244,990", 3, 3, 2, 1,https:,https://www.zillow.com/community/stoney-ridge/2078948257_zpid/,No Data
204,Single Family,1948,"Forced air, Electric, Gas","Central, Wall",2 spaces,,$400,"$1,635,000", 5, 4, 3, 1,5602-Shoal-Edge-Ct-Austin-TX-78756,https://www.zillow.com/homedetails/5602-Shoal-Edge-Ct-Austin-TX-78756/29414026_zpid/,0.47 Acres
205,Single Family,No Data,No Data,No Data,3 spaces,,$229,"$614,990", 4, 3, 3,,https:,https://www.zillow.com/community/highpointe-90ft-lots/2078027115_zpid/,No Data
206,Single Family,2020,No Data,No Data,3 spaces,,$176,"$573,990", 4, 3, 3,,https:,https://www.zillow.com/community/parten/2079036317_zpid/,No Data
207,Single Family,2004,Forced air,Central,4 spaces,$37/month,$232,"$565,000", 4, 3, 2, 1,6609-Hansa-Loop-Austin-TX-78739,https://www.zillow.com/homedetails/6609-Hansa-Loop-Austin-TX-78739/64854358_zpid/,"8,102 sqft"
208,Condo,1996,"Forced air, Gas",Central,1 space,$184/mo,$240,"$198,888", 2, 2, 1, 1,11910-Swearingen-Dr-115-Austin-TX-78758,https://www.zillow.com/homedetails/11910-Swearingen-Dr-115-Austin-TX-78758/2077670960_zpid/,
209,Single Family,1975,Forced air,Central,4 spaces,None,$317,"$411,000", 3, 2, 2,,10701-Berthound-Dr-Austin-TX-78758,https://www.zillow.com/homedetails/10701-Berthound-Dr-Austin-TX-78758/29432587_zpid/,"7,056 sqft"
210,Single Family,2020,No Data,No Data,2 spaces,,$323,"$1,400,000", 5, 5, 5,,https:,https://www.zillow.com/community/grove/2079117322_zpid/,No Data
211,Single Family,2020,No Data,No Data,2 spaces,,$196,"$374,400", 3, 2, 2,,https:,https://www.zillow.com/community/easton-park/2078304416_zpid/,No Data
212,Single Family,2016,"Forced air, Electric, Gas",Central,2 spaces,,$204,"$420,000", 3, 3, 2, 1,12501-Shrike-Ln-Austin-TX-78729,https://www.zillow.com/homedetails/12501-Shrike-Ln-Austin-TX-78729/2096615762_zpid/,"2,008 sqft"
213,Condo,2012,"Forced air, Electric, Gas",Central,1 space,$265/mo,$543,"$375,000", 1, 1, 1,,1603-Enfield-Rd-SUITE-212-Austin-TX-78703,https://www.zillow.com/homedetails/1603-Enfield-Rd-SUITE-212-Austin-TX-78703/119627281_zpid/,
214,Multiple Occupancy,1945,"Forced air, Electric",Central,No Data,,$470,"$648,700", 0, 0,,,611-Nelray-Blvd-Austin-TX-78751,https://www.zillow.com/homedetails/611-Nelray-Blvd-Austin-TX-78751/29410817_zpid/,
215,Single Family,1986,Forced air,Central,4 spaces,None,$253,"$399,000", 3, 2, 2,,4401-Goleta-Ct-Austin-TX-78749,https://www.zillow.com/homedetails/4401-Goleta-Ct-Austin-TX-78749/29495507_zpid/,"10,193 sqft"
216,Single Family,1986,"Forced air, Electric, Gas",Central,4 spaces,,$288,"$370,000", 3, 3, 2, 1,7806-Van-Dyke-Dr-Austin-TX-78729,https://www.zillow.com/homedetails/7806-Van-Dyke-Dr-Austin-TX-78729/29572790_zpid/,"4,922 sqft"
217,Condo,2009,Forced air,Central,2 spaces,$642/month,$266,"$875,000", 3, 3, 3,,3200-Grandview-St-APT-4-Austin-TX-78705,https://www.zillow.com/homedetails/3200-Grandview-St-APT-4-Austin-TX-78705/110539443_zpid/,
218,Single Family,2020,No Data,No Data,2 spaces,,$182,"$302,990", 3, 3, 2, 1,https:,https://www.zillow.com/community/vistas-of-austin/2079142269_zpid/,No Data
219,Single Family,2020,Forced air,Central,1 space,$4/month,$504,"$515,000", 2, 3, 2, 1,1511-Oak-Heights-Dr-2-Austin-TX-78741,https://www.zillow.com/homedetails/1511-Oak-Heights-Dr-2-Austin-TX-78741/2077674887_zpid/,"7,143 sqft"
220,Single Family,2020,"Forced air, Electric",Central,1 space,,$404,"$850,000", 3, 3, 3,,1511-Oak-Heights-Dr-1-Austin-TX-78741,https://www.zillow.com/homedetails/1511-Oak-Heights-Dr-1-Austin-TX-78741/2077674890_zpid/,"7,143 sqft"
221,Single Family,1969,"Forced air, Gas",Central,2 spaces,,$141,"$250,000", 3, 3, 2, 1,6106-Provencial-Cv-Austin-TX-78724,https://www.zillow.com/homedetails/6106-Provencial-Cv-Austin-TX-78724/29395234_zpid/,"9,583 sqft"
222,Condo,2019,Forced air,No Data,2 spaces,"$1,155/month",$845,"$1,698,000", 3, 3, 3,,501-W-West-Ave-2504-Austin-TX-78701,https://www.zillow.com/homedetails/501-W-West-Ave-2504-Austin-TX-78701/2077676775_zpid/,
223,Single Family,1969,"Forced air, Electric",Central,3 spaces,,$335,"$549,900", 4, 2, 2,,3207-Nancy-Gale-Dr-Austin-TX-78735,https://www.zillow.com/homedetails/3207-Nancy-Gale-Dr-Austin-TX-78735/58312497_zpid/,"9,583 sqft"
224,Condo,2016,"Forced air, Electric, Gas",Central,1 space,$185/mo,$188,"$279,000", 3, 3, 2, 1,1311-Catalan-Rd-Austin-TX-78748,https://www.zillow.com/homedetails/1311-Catalan-Rd-Austin-TX-78748/241938971_zpid/,
