,Type,Year built,Heating,Cooling,Parking,HOA,Price/sqft,Total Price,Bedrooms,Bathrooms,Full bathrooms,Address,URL,Lot,Half bathrooms,Date available,Pets,Laundry,Deposit & fees
710,Condo,2016,Gas,Central,1 space,$213/mo,$333,"$520,000", 2, 2, 2,5820-N-Clark-St-204-Chicago-IL-60660,https://www.zillow.com/homedetails/5820-N-Clark-St-204-Chicago-IL-60660/306332589_zpid/,,,,,,
711,Condo,No Data,Forced air,Central,1 space,$370/month,$188,"$489,000", 3, 3, 3,4413-N-Magnolia-Ave-APT-1N-Chicago-IL-60640,https://www.zillow.com/homedetails/4413-N-Magnolia-Ave-APT-1N-Chicago-IL-60640/2077699896_zpid/,,,,,,
712,Condo,No Data,"Forced air, Gas",Central,1 space,,$403,"$495,000", 2, 2, 2,https:,https://www.zillow.com/community/triangle-square-condos/2080013017_zpid/,,,,,,
713,Single Family,1923,No Data,No Data,2 spaces,,$94,"$130,000", 4, 2, 2,8751-S-Parnell-Ave-Chicago-IL-60620,https://www.zillow.com/homedetails/8751-S-Parnell-Ave-Chicago-IL-60620/4118198_zpid/,"4,521 sqft",,,,,
714,Condo,1950,"Forced air, Gas",Central,No Data,$113/mo,$273,"$299,900", 2, 2, 2,1430-W-Chestnut-St-APT-1-Chicago-IL-60642,https://www.zillow.com/homedetails/1430-W-Chestnut-St-APT-1-Chicago-IL-60642/87722402_zpid/,,,,,,
715,Condo,1964,Gas,Central,1 space,$747/mo,$470,"$470,000", 1, 1, 1,400-E-Randolph-St-APT-2307-Chicago-IL-60601,https://www.zillow.com/homedetails/400-E-Randolph-St-APT-2307-Chicago-IL-60601/3869475_zpid/,,,,,,
716,Townhouse,1988,Forced air,Central,2 spaces,$376/month,No Data,"$585,000", 3, 3, 3,2720-N-Greenview-Ave-APT-L-Chicago-IL-60614,https://www.zillow.com/homedetails/2720-N-Greenview-Ave-APT-L-Chicago-IL-60614/3728755_zpid/,1.02 acres,,,,,
717,Townhouse,2006,Forced air,Central,4 spaces,$230/month,$174,"$1,390,000", 4, 6, 3,1626-S-Albany-Ave-Chicago-IL-60623,https://www.zillow.com/homedetails/1626-S-Albany-Ave-Chicago-IL-60623/65543723_zpid/,"2,803 sqft", 3,,,,
718,Condo,1958,No Data,No Data,2 spaces,$652/mo,$158,"$129,000", 1, 1, 1,3900-N-Lake-Shore-Dr-APT-7E-Chicago-IL-60613,https://www.zillow.com/homedetails/3900-N-Lake-Shore-Dr-APT-7E-Chicago-IL-60613/3714050_zpid/,,,,,,
719,Townhouse,1965,Forced air,Central,1 space,,$196,"$255,000", 4, 2, 1,6256-N-Hoyne-Ave-G-Chicago-IL-60659,https://www.zillow.com/homedetails/6256-N-Hoyne-Ave-G-Chicago-IL-60659/3695541_zpid/,"2,131 sqft", 1,,,,
720,Condo,2015,"Forced air, Gas",Central,1 space,$247/mo,,"$349,500", 2, 2, 2,4735-N-Damen-Ave-APT-3F-Chicago-IL-60625,https://www.zillow.com/homedetails/4735-N-Damen-Ave-APT-3F-Chicago-IL-60625/89919669_zpid/,,,,,,
721,Condo,1925,"Forced air, Electric",Central,1 space,$560/mo,$257,"$449,500", 2, 2, 2,3323-N-Paulina-St-APT-3H-Chicago-IL-60657,https://www.zillow.com/homedetails/3323-N-Paulina-St-APT-3H-Chicago-IL-60657/3710540_zpid/,,,,,,
722,Condo,2008,"Forced air, Gas",Central,1 space,$290/mo,$361,"$469,500", 2, 2, 2,1937-W-Diversey-Pkwy-APT-5E-Chicago-IL-60614,https://www.zillow.com/homedetails/1937-W-Diversey-Pkwy-APT-5E-Chicago-IL-60614/101340593_zpid/,,,,,,
723,Single Family,1950,Forced air,No Data,2 spaces,,$175,"$175,000", 3, 2, 1,1725-W-90th-Pl-Chicago-IL-60620,https://www.zillow.com/homedetails/1725-W-90th-Pl-Chicago-IL-60620/4123694_zpid/,"3,100 sqft", 1,,,,
724,Single Family,1925,No Data,No Data,2 spaces,None,$134,"$215,000", 3, 2, 1,5932-S-Talman-Ave-Chicago-IL-60629,https://www.zillow.com/homedetails/5932-S-Talman-Ave-Chicago-IL-60629/3933211_zpid/,"3,754 sqft", 1,,,,
725,Condo,2007,"Forced air, Gas",Central,No Data,$261/mo,$144,"$229,900", 3, 2, 2,4624-S-Greenwood-Ave-Chicago-IL-60653,https://www.zillow.com/homedetails/4624-S-Greenwood-Ave-Chicago-IL-60653/89903084_zpid/,,,,,,
726,Single Family,1942,Gas,No Data,2 spaces,,$193,"$185,000", 3, 2, 2,7341-S-Francisco-Ave-Chicago-IL-60629,https://www.zillow.com/homedetails/7341-S-Francisco-Ave-Chicago-IL-60629/3957199_zpid/,"5,039 sqft",,,,,
727,Single Family,1951,Gas,Central,2 spaces,,$161,"$225,000", 5, 3, 3,9920-S-Carpenter-St-Chicago-IL-60643,https://www.zillow.com/homedetails/9920-S-Carpenter-St-Chicago-IL-60643/4128921_zpid/,"3,789 sqft",,,,,
728,Single Family,1890,Gas,Central,2 spaces,,$100,"$150,000", 3, 3, 2,1221-W-Garfield-Blvd-Chicago-IL-60636,https://www.zillow.com/homedetails/1221-W-Garfield-Blvd-Chicago-IL-60636/3991893_zpid/,"3,746 sqft", 1,,,,
729,Condo,2020,No Data,No Data,1 space,No Data,$724,"$480,000", 1, 1, 1,https:,https://www.zillow.com/community/cirrus-condominiums/2083885997_zpid/,,,,,,
730,Condo,2005,Forced air,Central,2 spaces,"$1,015/month",$293,"$365,000", 2, 2, 2,1101-S-State-St-APT-1503-Chicago-IL-60605,https://www.zillow.com/homedetails/1101-S-State-St-APT-1503-Chicago-IL-60605/2142303583_zpid/,,,,,,
731,Condo,1903,Gas,Central,1 space,$249/mo,$131,"$234,900", 3, 3, 2,5244-S-King-Dr-APT-2S-Chicago-IL-60615,https://www.zillow.com/homedetails/5244-S-King-Dr-APT-2S-Chicago-IL-60615/2077701051_zpid/,, 1,,,,
732,Condo,2007,"Forced air, Gas",Central,1 space,$182/mo,$144,"$229,900", 3, 2, 2,4624-S-Greenwood-Ave-UNIT-GN-Chicago-IL-60653,https://www.zillow.com/homedetails/4624-S-Greenwood-Ave-UNIT-GN-Chicago-IL-60653/2118214826_zpid/,,,,,,
733,Single Family,1951,Gas,Central,1 space,,$254,"$249,000", 2, 1, 1,3248-N-Oleander-Ave-Chicago-IL-60634,https://www.zillow.com/homedetails/3248-N-Oleander-Ave-Chicago-IL-60634/3600053_zpid/,"4,007 sqft",,,,,
734,Condo,2004,"Forced air, Gas",Central,1 space,$181/mo,$298,"$476,900", 2, 2, 2,4213-N-Ashland-Ave-UNIT-3-Chicago-IL-60613,https://www.zillow.com/homedetails/4213-N-Ashland-Ave-UNIT-3-Chicago-IL-60613/70460578_zpid/,,,,,,
735,Condo,2020,Forced air,Central,1 space,No Data,$382,"$825,900", 3, 3, 3,https:,https://www.zillow.com/community/ca6-condos/2079055029_zpid/,,,,,,
736,Condo,2004,"Forced air, Gas",Central,1 space,$321/mo,$281,"$450,000", 2, 3, 2,2509-N-Milwaukee-Ave-1S-Chicago-IL-60647,https://www.zillow.com/homedetails/2509-N-Milwaukee-Ave-1S-Chicago-IL-60647/87705433_zpid/,, 1,,,,
737,Condo,1974,Baseboard,Wall,No Data,$150/month,$44,"$22,500", 0, 1, 1,7854-S-South-Shore-Dr-APT-306-Chicago-IL-60649,https://www.zillow.com/homedetails/7854-S-South-Shore-Dr-APT-306-Chicago-IL-60649/4026360_zpid/,,,,,,
738,Single Family,1919,"Forced air, Gas",Central,2 spaces,,$261,"$339,000", 5, 2, 2,1336-N-Monitor-Ave-Chicago-IL-60651,https://www.zillow.com/homedetails/1336-N-Monitor-Ave-Chicago-IL-60651/3798999_zpid/,"3,968 sqft",,,,,
739,Multi Family,1918,Gas,No Data,2 spaces,,No Data,"$205,000", 6, 2, 2,5740-W-64th-Pl-Chicago-IL-60638,https://www.zillow.com/homedetails/5740-W-64th-Pl-Chicago-IL-60638/2087212992_zpid/,,,,,,
740,Single Family,1949,Forced air,Central,2 spaces,,$198,"$349,000", 4, 2, 2,5920-W-Henderson-St-Chicago-IL-60634,https://www.zillow.com/homedetails/5920-W-Henderson-St-Chicago-IL-60634/3661858_zpid/,"3,868 sqft",,,,,
741,Condo,1919,Forced air,Central,1 space,$597/month,$308,"$375,000", 2, 2, 2,1033-W-14th-Pl-UNIT-322-Chicago-IL-60608,https://www.zillow.com/homedetails/1033-W-14th-Pl-UNIT-322-Chicago-IL-60608/2077701863_zpid/,,,,,,
742,Multiple Occupancy,1880,"Forced air, Gas",Central,1 space,,$456,"$674,900", 4, 4, 3,812-S-Oakley-Blvd-Chicago-IL-60612,https://www.zillow.com/homedetails/812-S-Oakley-Blvd-Chicago-IL-60612/3874726_zpid/,, 1,,,,
743,Single Family,2002,Forced air,Central,2 spaces,None,$297,"$1,275,000", 5, 4, 3,3310-N-Hoyne-Ave-Chicago-IL-60618,https://www.zillow.com/homedetails/3310-N-Hoyne-Ave-Chicago-IL-60618/2077630585_zpid/,No Data, 1,,,,
744,Single Family,1945,Forced air,Central,2 spaces,,$211,"$380,000", 4, 2, 2,5130-S-Mayfield-Ave-Chicago-IL-60638,https://www.zillow.com/homedetails/5130-S-Mayfield-Ave-Chicago-IL-60638/3921593_zpid/,"4,125 sqft",,,,,
745,Townhouse,1964,Electric,Central,1 space,None,$245,"$199,999", 2, 1, 1,7762-W-Higgins-Rd-APT-C-Chicago-IL-60631,https://www.zillow.com/homedetails/7762-W-Higgins-Rd-APT-C-Chicago-IL-60631/2077630603_zpid/,No Data,,,,,
746,Condo,1925,Gas,No Data,No Data,$350/mo,$199,"$259,000", 3, 1, 1,2328-W-Argyle-St-3-Chicago-IL-60625,https://www.zillow.com/homedetails/2328-W-Argyle-St-3-Chicago-IL-60625/2077630602_zpid/,,,,,,
747,Single Family,1951,No Data,No Data,No Data,,,"$83,081", 5, 2,,9157-S-Marquette-Ave-Chicago-IL-60617,https://www.zillow.com/homedetails/9157-S-Marquette-Ave-Chicago-IL-60617/159240029_zpid/,"3,920 sqft",,,,,
748,Single Family,1956,No Data,No Data,2 spaces,,,"$155,758", 4, 0,,9404-S-Wallace-St-Chicago-IL-60620,https://www.zillow.com/homedetails/9404-S-Wallace-St-Chicago-IL-60620/4119807_zpid/,"3,920 sqft",,,,,
749,Condo,2003,Electric,Central,1 space,$436/month,$350,"$350,000", 2, 2, 2,61-W-15th-St-APT-603-Chicago-IL-60605,https://www.zillow.com/homedetails/61-W-15th-St-APT-603-Chicago-IL-60605/60204117_zpid/,,,,,,
750,Single Family,1959,"Forced air, Gas",No Data,2 spaces,,$82,"$84,900", 3, 1, 1,414-W-107th-St-Chicago-IL-60628,https://www.zillow.com/homedetails/414-W-107th-St-Chicago-IL-60628/4141386_zpid/,"3,123 sqft",,,,,
751,Single Family,1920,Forced air,Central,2 spaces,None,$216,"$399,500", 3, 2, 1,6268-W-Hyacinth-St-Chicago-IL-60646,https://www.zillow.com/homedetails/6268-W-Hyacinth-St-Chicago-IL-60646/3625321_zpid/,"3,750 sqft", 1,,,,
752,Single Family,1912,"Forced air, Gas",No Data,2 spaces,,$35,"$125,000", 4, 1, 1,6532-S-Winchester-Ave-Chicago-IL-60636,https://www.zillow.com/homedetails/6532-S-Winchester-Ave-Chicago-IL-60636/3995458_zpid/,"3,571 sqft",,,,,
753,Condo,2008,"Forced air, Electric",Central,No Data,$900/mo,$542,"$500,000", 1, 2, 1,401-N-Wabash-Ave-UNIT-52B-Chicago-IL-60611,https://www.zillow.com/homedetails/401-N-Wabash-Ave-UNIT-52B-Chicago-IL-60611/113958672_zpid/,, 1,,,,
754,Multi Family,2020,Forced air,Central,3 spaces,$232/month,No Data,"$1,699,000", 9, 6, 6,1343-N-Western-Ave-Chicago-IL-60622,https://www.zillow.com/homedetails/1343-N-Western-Ave-Chicago-IL-60622/158771984_zpid/,,,,,,
755,Condo,1996,Forced air,Central,1 space,"$1,697/month",$495,"$1,850,000", 4, 5, 4,190-E-Walton-St-201-Chicago-IL-60611,https://www.zillow.com/homedetails/190-E-Walton-St-201-Chicago-IL-60611/2077630899_zpid/,, 1,,,,
756,Condo,2000,"Forced air, Gas",Central,1 space,$150/mo,$300,"$375,000", 2, 2, 2,1635-N-Western-Ave-2S-Chicago-IL-60647,https://www.zillow.com/homedetails/1635-N-Western-Ave-2S-Chicago-IL-60647/65561919_zpid/,,,,,,
757,Condo,1960,Gas,No Data,1 space,$264/month,$164,"$115,000", 1, 1, 1,2409-W-Balmoral-Ave-APT-1B-Chicago-IL-60625,https://www.zillow.com/homedetails/2409-W-Balmoral-Ave-APT-1B-Chicago-IL-60625/89966029_zpid/,,,,,,
758,Condo,1971,Forced air,Central,1 space,$511/mo,$291,"$155,000", 0, 1, 1,2020-N-Lincoln-Park-W-APT-19L-Chicago-IL-60614,https://www.zillow.com/homedetails/2020-N-Lincoln-Park-W-APT-19L-Chicago-IL-60614/3739484_zpid/,,,,,,
759,Condo,No Data,No Data,No Data,1 space,$331/month,$263,"$498,000", 3, 2, 2,621-W-Surf-St-3B-Chicago-IL-60657,https://www.zillow.com/homedetails/621-W-Surf-St-3B-Chicago-IL-60657/2077630981_zpid/,,,,,,
760,Condo,1968,"Heat pump, Electric",Central,No Data,$254/mo,,"$199,000", 1, 1, 1,512-W-Barry-Ave-APT-307-Chicago-IL-60657,https://www.zillow.com/homedetails/512-W-Barry-Ave-APT-307-Chicago-IL-60657/80828799_zpid/,,,,,,
761,Multiple Occupancy,2016,"Forced air, Gas",Central,2 spaces,,$966,"$649,000", 5, 3, 3,3631-W-Wolfram-St-Chicago-IL-60618,https://www.zillow.com/homedetails/3631-W-Wolfram-St-Chicago-IL-60618/3669774_zpid/,,,,,,
762,Condo,2007,Forced air,Central,2 spaces,$344/month,$267,"$379,900", 2, 2, 2,4950-N-Western-Ave-2G-Chicago-IL-60625,https://www.zillow.com/homedetails/4950-N-Western-Ave-2G-Chicago-IL-60625/2085463705_zpid/,,,,,,
763,Single Family,1959,Forced air,Central,2 spaces,,$292,"$349,900", 3, 2, 2,5143-N-Kenton-Ave-Chicago-IL-60630,https://www.zillow.com/homedetails/5143-N-Kenton-Ave-Chicago-IL-60630/3638669_zpid/,"4,250 sqft",,,,,
764,Single Family,1955,Gas,Central,2 spaces,None,$205,"$289,900", 3, 2, 2,7036-W-Cornelia-Ave-Chicago-IL-60634,https://www.zillow.com/homedetails/7036-W-Cornelia-Ave-Chicago-IL-60634/3656653_zpid/,"4,753 sqft",,,,,
765,Condo,1921,No Data,No Data,None,$342/month,No Data,"$244,500", 2, 1, 1,5034-N-Leavitt-St-APT-2-Chicago-IL-60625,https://www.zillow.com/homedetails/5034-N-Leavitt-St-APT-2-Chicago-IL-60625/49917486_zpid/,,,,,,
766,Condo,1964,Forced air,Central,Attached Garage,"$1,238/month",No Data,"$549,900", 3, 2, 2,222-E-Pearson-St-APT-1602-Chicago-IL-60611,https://www.zillow.com/homedetails/222-E-Pearson-St-APT-1602-Chicago-IL-60611/80856215_zpid/,,,,,,
767,Condo,1969,Electric,Central,1 space,$681/month,$250,"$225,000", 1, 1, 1,525-W-Hawthorne-Pl-APT-2606-Chicago-IL-60657,https://www.zillow.com/homedetails/525-W-Hawthorne-Pl-APT-2606-Chicago-IL-60657/113961451_zpid/,,,,,,
768,Condo,1925,"Forced air, Gas",Central,No Data,$192/mo,$200,"$139,900", 1, 1, 1,3536-W-Ainslie-St-APT-2-Chicago-IL-60625,https://www.zillow.com/homedetails/3536-W-Ainslie-St-APT-2-Chicago-IL-60625/80814632_zpid/,,,,,,
769,Single Family,1928,Forced air,Central,2 spaces,,$206,"$559,000", 4, 3, 3,6340-W-Hyacinth-St-Chicago-IL-60646,https://www.zillow.com/homedetails/6340-W-Hyacinth-St-Chicago-IL-60646/3625295_zpid/,"3,750 sqft",,,,,
770,Single Family,1905,No Data,Central,2 spaces,None,$221,"$331,111", 3, 2, 1,1717-W-102nd-St-Chicago-IL-60643,https://www.zillow.com/homedetails/1717-W-102nd-St-Chicago-IL-60643/4127198_zpid/,"9,748 sqft", 1,,,,
771,Single Family,1941,Forced air,Central,2 spaces,,$160,"$199,900", 3, 3, 2,9614-S-Avalon-Ave-Chicago-IL-60628,https://www.zillow.com/homedetails/9614-S-Avalon-Ave-Chicago-IL-60628/4135554_zpid/,"4,874 sqft", 1,,,,
772,Single Family,1927,Forced air,Central,2 spaces,None,$153,"$529,000", 5, 3, 3,6024-N-Maplewood-Ave-Des-Plaines-IL-60659,https://www.zillow.com/homedetails/6024-N-Maplewood-Ave-Des-Plaines-IL-60659/3618845_zpid/,"4,092 sqft",,,,,
773,Condo,1953,Gas,No Data,1 space,$300/mo,$140,"$140,000", 2, 1, 1,6115-N-Seeley-Ave-2-Chicago-IL-60659,https://www.zillow.com/homedetails/6115-N-Seeley-Ave-2-Chicago-IL-60659/87692990_zpid/,,,,,,
774,Single Family,1952,Other,Central,2 spaces,None,$170,"$460,000", 3, 4, 3,3050-N-Natoma-Ave-Chicago-IL-60634,https://www.zillow.com/homedetails/3050-N-Natoma-Ave-Chicago-IL-60634/3678537_zpid/,"3,750 sqft", 1,,,,
775,Condo,2012,Gas,Central,1 space,$199/mo,,"$615,000", 3, 2, 2,2223-W-Wabansia-Ave-APT-2E-Chicago-IL-60647,https://www.zillow.com/homedetails/2223-W-Wabansia-Ave-APT-2E-Chicago-IL-60647/123560605_zpid/,,,,,,
776,Single Family,2014,Forced air,Central,2 spaces,None,$375,"$1,650,000", 6, 5, 3,1523-W-Oakdale-Ave-Chicago-IL-60657,https://www.zillow.com/homedetails/1523-W-Oakdale-Ave-Chicago-IL-60657/158588501_zpid/,"3,123 sqft", 2,,,,
777,Condo,1910,Electric,Central,None,$400/month,$200,"$139,999", 1, 1, 1,740-S-Federal-St-APT-305-Chicago-IL-60605,https://www.zillow.com/homedetails/740-S-Federal-St-APT-305-Chicago-IL-60605/87709917_zpid/,,,,,,
778,Condo,2006,Gas,Central,1 space,$411/mo,$159,"$430,000", 4, 4, 3,4401-S-Lake-Park-Ave-UNIT-1-Chicago-IL-60653,https://www.zillow.com/homedetails/4401-S-Lake-Park-Ave-UNIT-1-Chicago-IL-60653/99347538_zpid/,, 1,,,,
779,Single Family,1986,Forced air,Central,4 spaces,,$191,"$839,900", 5, 4, 3,2958-W-Catalpa-Ave-Chicago-IL-60625,https://www.zillow.com/homedetails/2958-W-Catalpa-Ave-Chicago-IL-60625/3641085_zpid/,"5,357 sqft", 1,,,,
780,Condo,1891,Forced air,Central,1 space,$202/month,No Data,"$325,000", 2, 2, 2,524-N-Armour-St-CH1-Chicago-IL-60642,https://www.zillow.com/homedetails/524-N-Armour-St-CH1-Chicago-IL-60642/2077632013_zpid/,,,,,,
