,Type,Year built,Heating,Cooling,Parking,Total Price,Bedrooms,Bathrooms,Full bathrooms,Address,URL,HOA,Lot,Price/sqft,Half bathrooms,Date available,Pets,Laundry,Deposit & fees
0,Multiple Occupancy,1913,"Forced air, Gas",No Data,2 spaces,"$379,000", 9, 3, 3,1918-S-Ridgeway-Ave-Chicago-IL-60623,https://www.zillow.com/homedetails/1918-S-Ridgeway-Ave-Chicago-IL-60623/2077637473_zpid/,,,,,,,,
1,Single Family,2006,Gas,Central,4 spaces,"$225,000", 3, 3, 3,1502-S-Karlov-Ave-Chicago-IL-60623,https://www.zillow.com/homedetails/1502-S-Karlov-Ave-Chicago-IL-60623/80808990_zpid/,None,"3,131 sqft",$147,,,,,
2,Single Family,1977,"Forced air, Electric, Gas",Central,9 spaces,"$899,900", 5, 6, 5,5673-N-Las-Casas-Ave-Chicago-IL-60646,https://www.zillow.com/homedetails/5673-N-Las-Casas-Ave-Chicago-IL-60646/3624872_zpid/,,"6,098 sqft",$248, 1,,,,
3,Single Family,1951,"Forced air, Gas",Central,1 space,"$369,900", 4, 3, 2,3356-N-Pittsburgh-Ave-Chicago-IL-60634,https://www.zillow.com/homedetails/3356-N-Pittsburgh-Ave-Chicago-IL-60634/3596498_zpid/,,"4,443 sqft",$168, 1,,,,
4,Single Family,1960,Gas,Central,2 spaces,"$299,900", 5, 2, 2,6325-W-Berenice-Ave-Chicago-IL-60634,https://www.zillow.com/homedetails/6325-W-Berenice-Ave-Chicago-IL-60634/3658829_zpid/,,"3,092 sqft",$309,,,,,
5,Multiple Occupancy,1890,Forced air,Central,No Data,"$378,000", 6, 3, 3,3659-S-Wood-St-Chicago-IL-60609,https://www.zillow.com/homedetails/3659-S-Wood-St-Chicago-IL-60609/158884674_zpid/,,,$945,,,,,
6,Single Family,1960,"Electric, Gas",Central,2 spaces,"$199,900", 3, 2, 1,9806-S-Escanaba-Ave-Chicago-IL-60617,https://www.zillow.com/homedetails/9806-S-Escanaba-Ave-Chicago-IL-60617/4168465_zpid/,,"4,229 sqft",$83, 1,,,,
7,Multi Family,1910,Gas,No Data,5 spaces,"$385,000", 6, 3, 3,3934-N-Sawyer-Ave-Chicago-IL-60618,https://www.zillow.com/homedetails/3934-N-Sawyer-Ave-Chicago-IL-60618/2125203659_zpid/,,,No Data,,,,,
8,Single Family,1973,Gas,Central,None,"$85,000", 4, 2, 1,5210-S-Emerald-Ave-Chicago-IL-60609,https://www.zillow.com/homedetails/5210-S-Emerald-Ave-Chicago-IL-60609/3984038_zpid/,,"5,052 sqft",$85, 1,,,,
9,Single Family,1902,Gas,No Data,2 spaces,"$85,000", 4, 1, 1,11810-S-Parnell-Ave-Chicago-IL-60628,https://www.zillow.com/homedetails/11810-S-Parnell-Ave-Chicago-IL-60628/4154063_zpid/,,"3,702 sqft",$71,,,,,
10,Single Family,1924,Gas,No Data,None,"$130,000", 3, 1, 1,9227-S-La-Salle-St-Chicago-IL-60620,https://www.zillow.com/homedetails/9227-S-La-Salle-St-Chicago-IL-60620/4120036_zpid/,None,"4,338 sqft",$129,,,,,
11,Multiple Occupancy,1908,Gas,No Data,2 spaces,"$450,000", 5, 3, 3,4303-N-Avers-Ave-Chicago-IL-60618,https://www.zillow.com/homedetails/4303-N-Avers-Ave-Chicago-IL-60618/2077637607_zpid/,,,,,,,,
12,Multi Family,1912,Forced air,No Data,2 spaces,"$179,900", 11, 5, 4,8735-S-Escanaba-Ave-Chicago-IL-60617,https://www.zillow.com/homedetails/8735-S-Escanaba-Ave-Chicago-IL-60617/159239536_zpid/,,,$145, 1,,,,
13,Single Family,1957,Gas,Central,2 spaces,"$129,900", 4, 1, 1,13455-S-Green-Bay-Ave-Chicago-IL-60633,https://www.zillow.com/homedetails/13455-S-Green-Bay-Ave-Chicago-IL-60633/4175911_zpid/,,"4,064 sqft",$100,,,,,
14,Multiple Occupancy,1919,"Forced air, Gas",No Data,No Data,"$199,000", 4, 2, 2,3558-W-Huron-St-Chicago-IL-60624,https://www.zillow.com/homedetails/3558-W-Huron-St-Chicago-IL-60624/2107645888_zpid/,,,,,,,,
15,Condo,2006,Forced air,Central,1 space,"$364,900", 2, 2, 2,4913-N-Kenmore-Ave-APT-3N-Chicago-IL-60640,https://www.zillow.com/homedetails/4913-N-Kenmore-Ave-APT-3N-Chicago-IL-60640/80833648_zpid/,$217/month,,$270,,,,,
16,Condo,1999,"Forced air, Gas",Central,2 spaces,"$244,900", 2, 2, 1,2409-W-Flournoy-St-B-Chicago-IL-60612,https://www.zillow.com/homedetails/2409-W-Flournoy-St-B-Chicago-IL-60612/54535555_zpid/,$217/mo,,$153, 1,,,,
17,Condo,1999,Forced air,Central,1 space,"$429,000", 2, 2, 2,1546-N-Hoyne-Ave-APT-2-Chicago-IL-60622,https://www.zillow.com/homedetails/1546-N-Hoyne-Ave-APT-2-Chicago-IL-60622/54537130_zpid/,$162/month,,$390,,,,,
18,Townhouse,2001,"Forced air, Gas",Central,2 spaces,"$564,900", 3, 3, 3,2455-W-Ohio-St-UNIT-13E-Chicago-IL-60612,https://www.zillow.com/homedetails/2455-W-Ohio-St-UNIT-13E-Chicago-IL-60612/113950920_zpid/,,No Data,$235,,,,,
19,Condo,2012,Heat pump,Central,2 spaces,"$3,850,000", 4, 5,,2550-N-Lakeview-Ave-UNIT-S2803-Chicago-IL-60614,https://www.zillow.com/homedetails/2550-N-Lakeview-Ave-UNIT-S2803-Chicago-IL-60614/123559823_zpid/,No Data,,"$1,046",,,,,
20,Condo,1965,Radiant,Wall,1 space,"$1,450,000", 3, 5,,1440-N-Lake-Shore-Dr-22ABCD-Chicago-IL-60610,https://www.zillow.com/homedetails/1440-N-Lake-Shore-Dr-22ABCD-Chicago-IL-60610/2077638434_zpid/,,,$302,,,,,
21,Multiple Occupancy,1929,Forced air,Central,2 spaces,"$319,900", 6, 5, 3,1917-S-Ridgeway-Ave-Chicago-IL-60623,https://www.zillow.com/homedetails/1917-S-Ridgeway-Ave-Chicago-IL-60623/2137137124_zpid/,,,, 2,,,,
22,Single Family,1891,Forced air,No Data,2 spaces,"$124,000", 3, 2, 1,2023-W-James-St-Chicago-IL-60609,https://www.zillow.com/homedetails/2023-W-James-St-Chicago-IL-60609/3982317_zpid/,,"3,550 sqft",$35, 1,,,,
23,Multi Family,No Data,Gas,No Data,None,"$649,000", 8, 4, 4,4050-N-Hermitage-Ave-Chicago-IL-60613,https://www.zillow.com/homedetails/4050-N-Hermitage-Ave-Chicago-IL-60613/2094001218_zpid/,,,No Data,,,,,
24,Single Family,1890,"Forced air, Gas",No Data,2 spaces,"$315,000", 4, 2, 2,3214-S-Racine-Ave-Chicago-IL-60608,https://www.zillow.com/homedetails/3214-S-Racine-Ave-Chicago-IL-60608/2077639651_zpid/,,No Data,$193,,,,,
25,Multi Family,1916,Forced air,Central,6 spaces,"$660,000", 9, 3, 3,4518-N-Central-Park-Ave-Chicago-IL-60625,https://www.zillow.com/homedetails/4518-N-Central-Park-Ave-Chicago-IL-60625/2111340236_zpid/,,,$485,,,,,
26,Condo,1985,"Forced air, Electric",Other,No Data,"$165,000", 1, 1, 1,801-S-Plymouth-Ct-APT-308-Chicago-IL-60605,https://www.zillow.com/homedetails/801-S-Plymouth-Ct-APT-308-Chicago-IL-60605/3872761_zpid/,$404/mo,,$183,,,,,
27,Condo,1926,Gas,Central,No Data,"$164,000", 2, 2, 2,Chicago-IL-60625,https://www.zillow.com/homedetails/Chicago-IL-60625/2136435701_zpid/,$248/mo,,$137,,,,,
28,Condo,No Data,"Forced air, Gas",Central,1 space,"$1,100,000", 3, 3, 2,1400-W-Monroe-St-5E-Chicago-IL-60607,https://www.zillow.com/homedetails/1400-W-Monroe-St-5E-Chicago-IL-60607/2077640709_zpid/,$483/mo,,$604, 1,,,,
29,Condo,1962,Baseboard,Wall,1 space,"$170,000", 2, 1, 1,3037-W-Montrose-Ave-APT-2A-Chicago-IL-60618,https://www.zillow.com/homedetails/3037-W-Montrose-Ave-APT-2A-Chicago-IL-60618/65549790_zpid/,$168/month,,$243,,,,,
30,Single Family,1916,Forced air,Central,2 spaces,"$425,000", 4, 3, 3,4922-W-Henderson-St-Chicago-IL-60641,https://www.zillow.com/homedetails/4922-W-Henderson-St-Chicago-IL-60641/3664704_zpid/,,"3,750 sqft",$247,,,,,
31,Condo,1884,"Forced air, Gas",Central,1 space,"$375,000", 1, 1, 1,515-N-Noble-St-APT-604-Chicago-IL-60642,https://www.zillow.com/homedetails/515-N-Noble-St-APT-604-Chicago-IL-60642/3861386_zpid/,$376/mo,,$306,,,,,
32,Single Family,1893,Gas,Central,2 spaces,"$185,000", 4, 2, 2,1148-W-88th-St-Chicago-IL-60620,https://www.zillow.com/homedetails/1148-W-88th-St-Chicago-IL-60620/4120877_zpid/,,"3,123 sqft",$154,,,,,
33,Single Family,1915,"Forced air, Gas",Central,2 spaces,"$279,900", 5, 4, 4,2554-N-Rutherford-Ave-Chicago-IL-60707,https://www.zillow.com/homedetails/2554-N-Rutherford-Ave-Chicago-IL-60707/3679991_zpid/,,"3,868 sqft",$174,,,,,
34,Single Family,1932,Gas,Central,2 spaces,"$570,000", 4, 3, 3,Chicago-IL-60631,https://www.zillow.com/homedetails/Chicago-IL-60631/2077641324_zpid/,,"4,965 sqft",$163,,,,,
35,Multi Family,1891,Other,No Data,2 spaces,"$219,900", 6, 2, 2,4213-S-Wells-St-Chicago-IL-60609,https://www.zillow.com/homedetails/4213-S-Wells-St-Chicago-IL-60609/2139601981_zpid/,,,No Data,,,,,
36,Multiple Occupancy,1885,"Other, Gas",No Data,3 spaces,"$105,000", 8, 3, 3,4849-S-Justine-St-Chicago-IL-60609,https://www.zillow.com/homedetails/4849-S-Justine-St-Chicago-IL-60609/2118772118_zpid/,,,,,,,,
37,Single Family,1923,Forced air,Central,2 spaces,"$279,000", 4, 2, 2,4814-W-Wrightwood-Ave-Chicago-IL-60639,https://www.zillow.com/homedetails/4814-W-Wrightwood-Ave-Chicago-IL-60639/3674397_zpid/,,"4,094 sqft",$145,,,,,
38,Condo,1952,Baseboard,Other,1 space,"$136,000", 1, 1, 1,4980-N-Marine-Dr-APT-1231-Chicago-IL-60640,https://www.zillow.com/homedetails/4980-N-Marine-Dr-APT-1231-Chicago-IL-60640/62008932_zpid/,$486/month,,$227,,,,,
39,Single Family,1993,Forced air,Central,2 spaces,"$349,900", 5, 2, 2,2110-N-Moody-Ave-Chicago-IL-60639,https://www.zillow.com/homedetails/2110-N-Moody-Ave-Chicago-IL-60639/3683250_zpid/,,"3,746 sqft",$294,,,,,
40,Condo,2008,"Forced air, Gas",Central,1 space,"$639,900", 2, 2, 2,955-W-Monroe-St-UNIT-2D-Chicago-IL-60607,https://www.zillow.com/homedetails/955-W-Monroe-St-UNIT-2D-Chicago-IL-60607/89952012_zpid/,$358/mo,,$427,,,,,
41,Condo,2020,Forced air,Central,1 space,"$825,000", 3, 3, 2,2939-N-Clark-St-3S-Chicago-IL-60657,https://www.zillow.com/homedetails/2939-N-Clark-St-3S-Chicago-IL-60657/2077641572_zpid/,$400/month,,$431, 1,,,,
42,Multi Family,1895,Gas,No Data,4 spaces,"$99,900", 8, 2, 2,4232-W-Gladys-Ave-Chicago-IL-60624,https://www.zillow.com/homedetails/4232-W-Gladys-Ave-Chicago-IL-60624/2101100530_zpid/,,,No Data,,,,,
43,Single Family,1933,"Baseboard, Gas",No Data,1 space,"$319,000", 4, 2, 1,Chicago-IL-60634,https://www.zillow.com/homedetails/Chicago-IL-60634/2077641610_zpid/,,"4,538 sqft",$70, 1,,,,
44,Condo,2008,Forced air,Central,1 space,"$679,000", 2, 2, 2,600-N-Lake-Shore-Dr-APT-3502-Chicago-IL-60611,https://www.zillow.com/homedetails/600-N-Lake-Shore-Dr-APT-3502-Chicago-IL-60611/101354382_zpid/,$741/month,,$495,,,,,
45,Condo,1997,Forced air,Central,1 space,"$269,900", 3, 2, 2,2342-W-Harrison-St-APT-2-Chicago-IL-60612,https://www.zillow.com/homedetails/2342-W-Harrison-St-APT-2-Chicago-IL-60612/60270629_zpid/,$200/month,,$152,,,,,
46,Single Family,1973,Gas,Central,2 spaces,"$159,900", 5, 2, 1,11448-S-Davol-St-Chicago-IL-60643,https://www.zillow.com/homedetails/11448-S-Davol-St-Chicago-IL-60643/4148759_zpid/,,"3,484 sqft",$118, 1,,,,
47,Single Family,1920,"Electric, Gas",Central,2 spaces,"$339,900", 3, 3, 3,3510-N-Newcastle-Ave-Chicago-IL-60634,https://www.zillow.com/homedetails/3510-N-Newcastle-Ave-Chicago-IL-60634/3656714_zpid/,,"3,841 sqft",$441,,,,,
48,Single Family,2018,Gas,Central,2 spaces,"$825,000", 4, 4, 3,2933-N-Spaulding-Ave-Chicago-IL-60618,https://www.zillow.com/homedetails/2933-N-Spaulding-Ave-Chicago-IL-60618/65558272_zpid/,,"3,092 sqft",$275, 1,,,,
49,Condo,No Data,"Forced air, Gas",Central,42 spaces,"$1,130,000", 3, 3, 2,1400-W-Monroe-St-7D-Chicago-IL-60607,https://www.zillow.com/homedetails/1400-W-Monroe-St-7D-Chicago-IL-60607/2077642345_zpid/,$445/mo,,$613, 1,,,,
50,Condo,1998,"Forced air, Gas",Central,1 space,"$399,000", 3, 3, 2,1720-N-Kedzie-Ave-APT-H-Chicago-IL-60647,https://www.zillow.com/homedetails/1720-N-Kedzie-Ave-APT-H-Chicago-IL-60647/60200537_zpid/,,,$333, 1,,,,
51,Condo,2002,Forced air,Central,1 space,"$395,000", 2, 2, 2,645-N-Kingsbury-St-APT-2308-Chicago-IL-60654,https://www.zillow.com/homedetails/645-N-Kingsbury-St-APT-2308-Chicago-IL-60654/63699867_zpid/,$936/mo,,$316,,,,,
52,Condo,No Data,Forced air,Central,42 spaces,"$1,150,000", 3, 3, 2,1400-W-Monroe-St-3B-Chicago-IL-60607,https://www.zillow.com/homedetails/1400-W-Monroe-St-3B-Chicago-IL-60607/2077642552_zpid/,$455/month,,$623, 1,,,,
53,Multiple Occupancy,No Data,Forced air,No Data,2 spaces,"$429,000", 5, 3, 3,5519-N-Major-Ave-Chicago-IL-60630,https://www.zillow.com/homedetails/5519-N-Major-Ave-Chicago-IL-60630/2136768688_zpid/,,,,,,,,
54,Condo,1970,Forced air,Central,2 spaces,"$849,900", 2, 2, 2,1212-N-Lake-Shore-Dr-APT-17CN-Chicago-IL-60610,https://www.zillow.com/homedetails/1212-N-Lake-Shore-Dr-APT-17CN-Chicago-IL-60610/2077642729_zpid/,"$1,317/month",,$459,,,,,
55,Condo,2008,"Forced air, Gas",Central,1 space,"$584,900", 2, 2, 2,100-E-14th-St-APT-2610-Chicago-IL-60605,https://www.zillow.com/homedetails/100-E-14th-St-APT-2610-Chicago-IL-60605/99358149_zpid/,$616/mo,,$422,,,,,
56,Multiple Occupancy,1920,"Forced air, Gas",No Data,1 space,"$264,900", 4, 3, 3,3125-W-42nd-St-Chicago-IL-60632,https://www.zillow.com/homedetails/3125-W-42nd-St-Chicago-IL-60632/2116496635_zpid/,,,$265,,,,,
57,Condo,2005,Forced air,Central,1 space,"$500,000", 3, 3, 2,1701-N-Washtenaw-Ave-APT-1W-Chicago-IL-60647,https://www.zillow.com/homedetails/1701-N-Washtenaw-Ave-APT-1W-Chicago-IL-60647/87715857_zpid/,$227/month,,No Data, 1,,,,
58,Condo,1977,Forced air,Central,1 space,"$250,000", 1, 1, 1,405-N-Wabash-Ave-UNIT-1809-Chicago-IL-60611,https://www.zillow.com/homedetails/405-N-Wabash-Ave-UNIT-1809-Chicago-IL-60611/3865057_zpid/,$549/month,,No Data,,,,,
59,Multiple Occupancy,1925,"Other, Gas",Central,2 spaces,"$448,800", 4, 3, 3,1617-W-37th-St-Chicago-IL-60609,https://www.zillow.com/homedetails/1617-W-37th-St-Chicago-IL-60609/2099090920_zpid/,,,$221,,,,,
60,Condo,2007,Gas,Central,1 space,"$487,500", 2, 2, 2,1920-W-Diversey-Pkwy-3-Chicago-IL-60614,https://www.zillow.com/homedetails/1920-W-Diversey-Pkwy-3-Chicago-IL-60614/89929073_zpid/,$243/mo,,,,,,,
61,Condo,No Data,Forced air,Central,42 spaces,"$1,390,000", 3, 3, 3,1400-W-Monroe-St-6G-Chicago-IL-60607,https://www.zillow.com/homedetails/1400-W-Monroe-St-6G-Chicago-IL-60607/2077642883_zpid/,$547/month,,$710,,,,,
62,Multiple Occupancy,1917,"Forced air, Gas",Central,2 spaces,"$459,900", 4, 3, 3,6923-N-Overhill-Ave-Chicago-IL-60631,https://www.zillow.com/homedetails/6923-N-Overhill-Ave-Chicago-IL-60631/2089942962_zpid/,,,,,,,,
63,Single Family,1923,Gas,Central,2 spaces,"$499,000", 4, 4, 4,4969-N-Kolmar-Ave-Chicago-IL-60630,https://www.zillow.com/homedetails/4969-N-Kolmar-Ave-Chicago-IL-60630/2085298934_zpid/,,"3,550 sqft",$315,,,,,
64,Condo,2000,Forced air,Central,1 space,"$649,000", 3, 2, 2,618-W-Oakdale-Ave-APT-3-Chicago-IL-60657,https://www.zillow.com/homedetails/618-W-Oakdale-Ave-APT-3-Chicago-IL-60657/58361256_zpid/,$231/month,,$324,,,,,
65,Multiple Occupancy,1916,Gas,Central,2 spaces,"$589,000", 5, 3, 3,4341-N-Mcvicker-Ave-Chicago-IL-60634,https://www.zillow.com/homedetails/4341-N-Mcvicker-Ave-Chicago-IL-60634/2085257443_zpid/,,,,,,,,
66,Single Family,2009,"Forced air, Gas",Central,6 spaces,"$7,999,000", 7, 11, 8,460-W-Huron-St-Chicago-IL-60654,https://www.zillow.com/homedetails/460-W-Huron-St-Chicago-IL-60654/70427044_zpid/,,"7,405 sqft",$772, 3,,,,
67,Single Family,1987,Gas,Central,2 spaces,"$140,000", 3, 2, 2,2516-E-83rd-St-Chicago-IL-60617,https://www.zillow.com/homedetails/2516-E-83rd-St-Chicago-IL-60617/4026957_zpid/,,"4,164 sqft",$110,,,,,
68,Condo,2005,"Baseboard, Electric",Central,2 spaces,"$1,295,000", 3, 4, 3,21-E-Huron-St-APT-3404-Chicago-IL-60611,https://www.zillow.com/homedetails/21-E-Huron-St-APT-3404-Chicago-IL-60611/70449502_zpid/,"$1,929/mo",,$518, 1,,,,
69,Condo,2007,"Forced air, Gas",Central,1 space,"$339,900", 2, 1, 1,828-W-Grace-St-APT-1308-Chicago-IL-60613,https://www.zillow.com/homedetails/828-W-Grace-St-APT-1308-Chicago-IL-60613/89935628_zpid/,$422/mo,,,,,,,
70,Single Family,1947,No Data,No Data,1 space,"$889,000", 4, 4, 3,6958-N-Tonty-Ave-Chicago-IL-60646,https://www.zillow.com/homedetails/6958-N-Tonty-Ave-Chicago-IL-60646/3553382_zpid/,None,"6,838 sqft",$296, 1,,,,
71,Single Family,1918,Gas,Central,2 spaces,"$460,000", 7, 3, 2,6410-W-Raven-St-Chicago-IL-60631,https://www.zillow.com/homedetails/6410-W-Raven-St-Chicago-IL-60631/3628024_zpid/,,"6,229 sqft",$124, 1,,,,
72,Townhouse,1926,Forced air,Central,1 space,"$1,350,000", 4, 3, 3,245-W-Concord-Ln-Chicago-IL-60614,https://www.zillow.com/homedetails/245-W-Concord-Ln-Chicago-IL-60614/3743195_zpid/,$729/month,0.8 acres,$422,,,,,
73,Single Family,2004,"Forced air, Electric",Central,2 spaces,"$1,175,000", 4, 4, 3,344-W-Scott-St-Chicago-IL-60610,https://www.zillow.com/homedetails/344-W-Scott-St-Chicago-IL-60610/65563741_zpid/,,"2,781 sqft","$1,588", 1,,,,
74,Single Family,1880,"Forced air, Gas",Central,2 spaces,"$729,000", 3, 2, 2,3024-W-Medill-Ave-Chicago-IL-60647,https://www.zillow.com/homedetails/3024-W-Medill-Ave-Chicago-IL-60647/3688312_zpid/,,"3,310 sqft",$292,,,,,
75,Single Family,1905,"Forced air, Gas",Central,2 spaces,"$199,500", 3, 3, 2,3018-S-Kedvale-Ave-Chicago-IL-60623,https://www.zillow.com/homedetails/3018-S-Kedvale-Ave-Chicago-IL-60623/2077643475_zpid/,,"3,136 sqft",$138, 1,,,,
76,Condo,1917,Forced air,Central,1 space,"$235,000", 1, 1, 1,523-S-Plymouth-Ct-APT-303-Chicago-IL-60605,https://www.zillow.com/homedetails/523-S-Plymouth-Ct-APT-303-Chicago-IL-60605/3871350_zpid/,$405/month,,$252,,,,,
77,Single Family,1921,Gas,Central,2 spaces,"$269,000", 5, 3, 3,8046-S-Justine-St-Chicago-IL-60620,https://www.zillow.com/homedetails/8046-S-Justine-St-Chicago-IL-60620/4014494_zpid/,,"3,998 sqft",$90,,,,,
78,Condo,1920,Forced air,Central,1 space,"$339,900", 2, 1, 1,1934-N-Washtenaw-Ave-APT-216-Chicago-IL-60647,https://www.zillow.com/homedetails/1934-N-Washtenaw-Ave-APT-216-Chicago-IL-60647/62008307_zpid/,$260/month,,$309,,,,,
79,Multiple Occupancy,1913,"Forced air, Gas",Central,2 spaces,"$690,000", 6, 3, 3,2628-N-Ridgeway-Ave-Chicago-IL-60647,https://www.zillow.com/homedetails/2628-N-Ridgeway-Ave-Chicago-IL-60647/2077643793_zpid/,,,,,,,,
80,Multiple Occupancy,1913,"Forced air, Gas",Central,2 spaces,"$690,000", 6, 3, 3,2628-N-Ridgeway-Ave-Chicago-IL-60647,https://www.zillow.com/homedetails/2628-N-Ridgeway-Ave-Chicago-IL-60647/2077643793_zpid/,,,,,,,,
81,Multi Family,1923,Forced air,Central,3 spaces,"$825,000", 6, 4, 4,4919-N-Saint-Louis-Ave-Chicago-IL-60625,https://www.zillow.com/homedetails/4919-N-Saint-Louis-Ave-Chicago-IL-60625/2077643800_zpid/,,,No Data,,,,,
82,Condo,1999,Forced air,Central,1 space,"$500,000", 2, 2, 2,130-S-Canal-St-APT-502-Chicago-IL-60606,https://www.zillow.com/homedetails/130-S-Canal-St-APT-502-Chicago-IL-60606/58368776_zpid/,$970/month,,$333,,,,,
83,Single Family,1920,"Forced air, Gas",Central,2 spaces,"$2,450,000", 5, 5, 4,1844-N-Fremont-St-Chicago-IL-60614,https://www.zillow.com/homedetails/1844-N-Fremont-St-Chicago-IL-60614/158608404_zpid/,,"3,000 sqft",$583, 1,,,,
84,Condo,2001,"Forced air, Other",Central,No Data,"$335,000", 1, 1, 1,345-N-La-Salle-Dr-APT-3002-Chicago-IL-60654,https://www.zillow.com/homedetails/345-N-La-Salle-Dr-APT-3002-Chicago-IL-60654/63701005_zpid/,$529/mo,,$399,,,,,
85,Condo,1915,"Forced air, Gas",Central,No Data,"$329,000", 2, 2, 2,4121-N-Sheridan-Rd-APT-1N-Chicago-IL-60613,https://www.zillow.com/homedetails/4121-N-Sheridan-Rd-APT-1N-Chicago-IL-60613/65559325_zpid/,$377/mo,,$274,,,,,
86,Townhouse,1988,Forced air,Central,1 space,"$889,000", 3, 3, 3,1701-N-Halsted-St-E1-Chicago-IL-60614,https://www.zillow.com/homedetails/1701-N-Halsted-St-E1-Chicago-IL-60614/3740597_zpid/,$488/month,0.31 acres,$356,,,,,
87,Condo,1985,"Forced air, Gas",Central,1 space,"$629,000", 3, 3, 2,1651-N-Dayton-St-APT-100-Chicago-IL-60614,https://www.zillow.com/homedetails/1651-N-Dayton-St-APT-100-Chicago-IL-60614/3736990_zpid/,$286/mo,,$381, 1,,,,
88,Condo,2005,Gas,Central,1 space,"$339,000", 2, 2, 2,1525-S-Sangamon-St-417-Chicago-IL-60608,https://www.zillow.com/homedetails/1525-S-Sangamon-St-417-Chicago-IL-60608/65572048_zpid/,$500/mo,,$295,,,,,
89,Condo,2000,Forced air,Central,2 spaces,"$499,000", 2, 2, 2,3845-N-Ashland-Ave-APT-2E-Chicago-IL-60613,https://www.zillow.com/homedetails/3845-N-Ashland-Ave-APT-2E-Chicago-IL-60613/54534049_zpid/,$329/month,,No Data,,,,,
90,Condo,2004,"Forced air, Gas",Central,1 space,"$594,000", 2, 2, 2,1505-W-School-St-3-Chicago-IL-60657,https://www.zillow.com/homedetails/1505-W-School-St-3-Chicago-IL-60657/70448435_zpid/,$224/mo,,$396,,,,,
91,Condo,2004,Forced air,Central,1 space,"$730,000", 3, 3, 3,1520-N-Cleveland-Ave-1-Chicago-IL-60610,https://www.zillow.com/homedetails/1520-N-Cleveland-Ave-1-Chicago-IL-60610/70463903_zpid/,$206/month,,$256,,,,,
92,Multi Family,2005,Forced air,Central,Detached Garage,"$365,000", 2, 2, 2,914-S-Racine-Ave-APT-201-Chicago-IL-60607,https://www.zillow.com/homedetails/914-S-Racine-Ave-APT-201-Chicago-IL-60607/87710596_zpid/,,,$281,,,,,
93,Multiple Occupancy,No Data,"Forced air, Gas",Central,3 spaces,"$999,000", 7, 4, 4,1326-W-George-St-Chicago-IL-60657,https://www.zillow.com/homedetails/1326-W-George-St-Chicago-IL-60657/2077644839_zpid/,,,,,,,,
94,Single Family,1964,Forced air,No Data,2 spaces,"$69,000", 3, 1, 1,1156-W-115th-St-Chicago-IL-60643,https://www.zillow.com/homedetails/1156-W-115th-St-Chicago-IL-60643/4150650_zpid/,None,"3,171 sqft",$71,,,,,
95,Condo,2003,"Forced air, Gas",Central,2 spaces,"$424,900", 3, 2, 2,949-N-Willard-Ct-Chicago-IL-60642,https://www.zillow.com/homedetails/949-N-Willard-Ct-Chicago-IL-60642/65564832_zpid/,$360/mo,,$298,,,,,
96,Condo,2005,Gas,Central,1 space,"$435,000", 1, 2, 1,201-N-Westshore-Dr-APT-2304-Chicago-IL-60601,https://www.zillow.com/homedetails/201-N-Westshore-Dr-APT-2304-Chicago-IL-60601/70471235_zpid/,$670/mo,,$469, 1,,,,
97,Condo,2005,Forced air,Central,1 space,"$275,000", 2, 2, 2,2145-W-Warren-Blvd-3-Chicago-IL-60612,https://www.zillow.com/homedetails/2145-W-Warren-Blvd-3-Chicago-IL-60612/87724167_zpid/,$108/month,,No Data,,,,,
98,Condo,1950,Baseboard,No Data,Attached Garage,"$95,000", 0, 1, 1,4880-N-Marine-Dr-APT-507-Chicago-IL-60640,https://www.zillow.com/homedetails/4880-N-Marine-Dr-APT-507-Chicago-IL-60640/3702412_zpid/,$337/month,,No Data,,,,,
99,,,,,,"$224,900", 4, 2, 2,7512-S-Calumet-Ave-Chicago-IL-60619,https://www.zillow.com/homedetails/7512-S-Calumet-Ave-Chicago-IL-60619/2077645047_zpid/,,,,,,,,
100,Single Family,2005,Gas,Central,2 spaces,"$699,000", 3, 4, 3,2519-S-Eleanor-St-Chicago-IL-60608,https://www.zillow.com/homedetails/2519-S-Eleanor-St-Chicago-IL-60608/65539771_zpid/,,"4,399 sqft",$184, 1,,,,
101,Multiple Occupancy,No Data,"Forced air, Gas",Central,2 spaces,"$624,900", 4, 3, 3,1417-W-Augusta-Blvd-Chicago-IL-60642,https://www.zillow.com/homedetails/1417-W-Augusta-Blvd-Chicago-IL-60642/2125154567_zpid/,,,$625,,,,,
102,Condo,2006,Forced air,Central,1 space,"$424,900", 2, 2, 2,1935-S-Archer-Ave-APT-415-Chicago-IL-60616,https://www.zillow.com/homedetails/1935-S-Archer-Ave-APT-415-Chicago-IL-60616/87699363_zpid/,$635/month,,$285,,,,,
103,Multiple Occupancy,1904,Gas,No Data,2 spaces,"$274,900", 4, 3, 3,1651-N-Harding-Ave-Chicago-IL-60647,https://www.zillow.com/homedetails/1651-N-Harding-Ave-Chicago-IL-60647/2077645369_zpid/,,,,,,,,
104,Condo,1996,"Forced air, Gas",Central,2 spaces,"$435,000", 2, 2, 2,3248-N-Seminary-Ave-2-Chicago-IL-60657,https://www.zillow.com/homedetails/3248-N-Seminary-Ave-2-Chicago-IL-60657/3712720_zpid/,$137/mo,,,,,,,
